1 2.332562.4
2 1.866049.4
3 1.866049.4
4 2.799074.4
5 3.732099.4
6 4.198611.4
7 4.665123.4
8 2.332562.4
9 3.265586.4
10 3.265586.4
11 2.332562.4
12 2.799074.4
13 3.732099.4
14 3.732099.4
15 3.265586.4
16 2.332562.4
17 1.866049.4
18 2.332562.4
19 2.332562.4
20 2.799074.4
21 3.732099.4
22 4.198611.4
23 2.332562.4
24 3.265586.4
25 4.665123.4
26 2.799074.4
27 4.198611.4
28 3.732099.4
29 3.732099.4
30 3.265586.4
31 2.332562.4
32 3.732099.4
33 3.265586.4
34 2.332562.4
35 67.644290.4
36 67.644290.4
37 67.177778.4
38 99.833642.4
39 34.521913.4
40 83.039197.4
41 100.300154.4
42 34.521913.4
43 98.900617.4
44 2.332562.4
45 2.332562.4
46 2.332562.4
47 2.332562.4
48 65.778241.4
49 66.244753.4
50 65.778241.4
51 65.311728.4
52 65.778241.4
53 65.778241.4
54 65.311728.4
55 65.778241.4
56 91.902932.4
57 97.501080.4
58 34.055401.4
59 97.034568.4
60 33.588889.4
61 97.034568.4
62 34.055401.4
63 97.034568.4
64 97.034568.4
65 2.799074.4
66 3.265586.4
67 2.332562.4
68 2.332562.4
69 2.332562.4
70 111.496450.4
71 105.898302.4
72 95.635031.4
73 95.168518.4
74 33.122376.4
75 63.445679.4
76 94.702006.4
77 94.235494.4
78 94.235494.4
79 32.655864.4
80 94.235494.4
81 32.189352.4
82 66.244753.4
83 62.979166.4
84 62.512654.4
85 62.512654.4
86 62.512654.4
87 62.046142.4
88 62.046142.4
89 62.512654.4
90 62.046142.4
91 62.046142.4
92 91.902932.4
93 32.189352.4
94 62.046142.4
95 96.101543.4
96 2.332562.4
97 2.799074.4
98 3.732099.4
99 2.799074.4
100 2.799074.4
101 2.332562.4
102 2.332562.4
103 31.256327.4
104 90.036882.4
105 32.189352.4
106 60.180092.4
107 60.646605.4
108 60.180092.4
109 69.043827.4
110 87.237808.4
111 29.856790.4
112 58.314043.4
113 57.847531.4
114 57.847531.4
115 109.163889.4
116 86.304784.4
117 29.856790.4
118 86.304784.4
119 29.856790.4
120 57.381018.4
121 57.381018.4
122 84.905247.4
123 85.371759.4
124 29.856790.4
125 57.381018.4
126 84.905247.4
127 29.390278.4
128 56.447994.4
129 108.697376.4
130 83.972222.4
131 29.390278.4
132 84.438734.4
133 28.923765.4
134 83.505710.4
135 29.390278.4
136 55.514969.4
137 55.514969.4
138 55.981481.4
139 55.514969.4
140 83.039197.4
141 82.572685.4
142 99.367129.4
143 3.265586.4
144 2.799074.4
145 3.265586.4
146 2.799074.4
147 4.198611.4
148 2.332562.4
149 2.332562.4
150 2.799074.4
151 3.732099.4
152 2.332562.4
153 55.981481.4
154 29.390278.4
155 55.514969.4
156 55.981481.4
157 55.514969.4
158 55.048457.4
159 55.514969.4
160 55.048457.4
161 55.048457.4
162 55.048457.4
163 82.572685.4
164 82.106173.4
165 31.722839.4
166 67.644290.4
167 55.048457.4
168 81.639660.4
169 28.923765.4
170 54.581944.4
171 54.581944.4
172 54.581944.4
173 54.581944.4
174 91.902932.4
175 27.990741.4
176 54.115432.4
177 53.648920.4
178 54.115432.4
179 79.773611.4
180 28.457253.4
181 69.043827.4
182 80.240123.4
183 79.773611.4
184 79.773611.4
185 79.307099.4
186 78.840586.4
187 27.524228.4
188 78.374074.4
189 78.374074.4
190 78.374074.4
191 27.524228.4
192 52.249383.4
193 52.715895.4
194 64.845216.4
195 62.979166.4
196 51.782870.4
197 52.249383.4
198 52.249383.4
199 51.782870.4
200 51.782870.4
201 77.441049.4
202 77.441049.4
203 76.974537.4
204 27.057716.4
205 51.316358.4
206 51.782870.4
207 51.782870.4
208 51.316358.4
209 50.849846.4
210 90.969907.4
211 37.787500.4
212 50.383333.4
213 4.198611.4
214 3.732099.4
215 3.265586.4
216 3.265586.4
217 3.732099.4
218 2.799074.4
219 3.265586.4
220 2.799074.4
221 3.265586.4
222 3.265586.4
223 3.265586.4
224 3.732099.4
225 3.732099.4
226 2.799074.4
227 2.799074.4
228 2.332562.4
229 25.658179.4
230 72.309413.4
231 25.658179.4
232 48.517284.4
233 48.517284.4
234 48.517284.4
235 48.050771.4
236 48.050771.4
237 48.050771.4
238 71.842901.4
239 24.725154.4
240 87.237808.4
241 34.988426.4
242 70.909876.4
243 25.191667.4
244 47.584259.4
245 47.584259.4
246 70.443364.4
247 25.191667.4
248 47.117747.4
249 47.117747.4
250 47.117747.4
251 47.117747.4
252 70.443364.4
253 24.258642.4
254 69.510339.4
255 24.725154.4
256 46.184722.4
257 72.309413.4
258 24.258642.4
259 68.577315.4
260 24.725154.4
261 45.718210.4
262 46.184722.4
263 45.718210.4
264 46.184722.4
265 68.577315.4
266 23.792130.4
267 45.718210.4
268 45.251697.4
269 45.251697.4
