1 1.866049.4
2 2.332562.4
3 1.866049.4
4 1.866049.4
5 5.131636.4
6 3.732099.4
7 4.198611.4
8 1.866049.4
9 2.799074.4
10 2.799074.4
11 1.866049.4
12 2.799074.4
13 3.732099.4
14 3.265586.4
15 2.799074.4
16 1.866049.4
17 2.332562.4
18 1.866049.4
19 2.332562.4
20 1.866049.4
21 3.265586.4
22 42.452623.4
23 15.861420.4
24 30.789815.4
25 45.718210.4
26 16.794444.4
27 46.184722.4
28 45.718210.4
29 45.718210.4
30 3.265586.4
31 1.866049.4
32 45.251697.4
33 44.785185.4
34 15.861420.4
35 29.856790.4
36 29.390278.4
37 29.856790.4
38 43.852160.4
39 15.861420.4
40 29.390278.4
41 43.852160.4
42 15.394907.4
43 42.919136.4
44 1.866049.4
45 2.332562.4
46 2.332562.4
47 1.866049.4
48 28.457253.4
49 28.923765.4
50 40.120062.4
51 37.787500.4
52 27.990741.4
53 28.457253.4
54 28.457253.4
55 27.990741.4
56 27.990741.4
57 41.519599.4
58 15.394907.4
59 41.519599.4
60 14.461883.4
61 41.053086.4
62 14.928395.4
63 39.653549.4
64 39.187037.4
65 2.332562.4
66 2.799074.4
67 1.866049.4
68 1.866049.4
69 1.866049.4
70 38.254012.4
71 38.254012.4
72 37.787500.4
73 37.787500.4
74 13.528858.4
75 25.191667.4
76 37.320988.4
77 46.651234.4
78 41.519599.4
79 14.928395.4
80 40.586574.4
81 14.461883.4
82 27.057716.4
83 27.057716.4
84 27.057716.4
85 27.057716.4
86 26.591204.4
87 26.591204.4
88 26.591204.4
89 26.591204.4
90 26.124691.4
91 26.591204.4
92 39.187037.4
93 14.461883.4
94 26.124691.4
95 38.720525.4
96 2.799074.4
97 2.799074.4
98 3.265586.4
99 1.866049.4
100 2.332562.4
101 2.332562.4
102 2.332562.4
103 13.528858.4
104 36.854475.4
105 13.528858.4
106 24.725154.4
107 24.725154.4
108 24.258642.4
109 24.725154.4
110 36.387963.4
111 13.062346.4
112 24.258642.4
113 24.258642.4
114 24.258642.4
115 35.921451.4
116 34.988426.4
117 12.595833.4
118 34.988426.4
119 12.595833.4
120 23.325617.4
121 23.325617.4
122 34.521913.4
123 34.055401.4
124 12.595833.4
125 22.859105.4
126 34.055401.4
127 12.595833.4
128 22.392593.4
129 33.122376.4
130 33.122376.4
131 12.595833.4
132 33.122376.4
133 11.662809.4
134 32.655864.4
135 12.129321.4
136 21.926080.4
137 21.459568.4
138 21.459568.4
139 21.926080.4
140 32.189352.4
141 31.722839.4
142 31.722839.4
143 2.799074.4
144 3.265586.4
145 2.799074.4
146 2.799074.4
147 3.732099.4
148 2.799074.4
149 2.799074.4
150 2.799074.4
151 3.265586.4
152 2.332562.4
153 20.993055.4
154 11.196296.4
155 19.593518.4
156 19.593518.4
157 19.127006.4
158 19.127006.4
159 19.127006.4
160 19.127006.4
161 19.127006.4
162 19.127006.4
163 28.457253.4
164 27.524228.4
165 10.263272.4
166 18.660494.4
167 18.660494.4
168 27.057716.4
169 10.729784.4
170 18.193981.4
171 18.193981.4
172 18.193981.4
173 17.727469.4
174 26.591204.4
175 9.796759.4
176 18.193981.4
177 17.260957.4
178 17.727469.4
179 26.124691.4
180 10.263272.4
181 17.260957.4
182 25.191667.4
183 25.191667.4
184 25.191667.4
185 24.725154.4
186 24.725154.4
187 8.863735.4
188 24.258642.4
189 24.258642.4
190 23.792130.4
191 9.330247.4
192 15.861420.4
193 15.861420.4
194 15.861420.4
195 16.327932.4
196 15.394907.4
197 15.394907.4
198 15.394907.4
199 14.928395.4
200 14.928395.4
201 22.392593.4
202 22.392593.4
203 22.392593.4
204 8.397222.4
205 14.461883.4
206 14.461883.4
207 14.461883.4
208 14.461883.4
209 14.461883.4
210 20.993055.4
211 8.397222.4
212 13.995370.4
213 3.732099.4
214 3.732099.4
215 3.265586.4
216 3.265586.4
217 3.265586.4
218 3.265586.4
219 2.799074.4
220 12.129321.4
221 2.799074.4
222 2.799074.4
223 2.799074.4
224 3.265586.4
225 3.732099.4
226 1.866049.4
227 2.332562.4
228 2.332562.4
229 6.531173.4
230 15.861420.4
231 6.997685.4
232 11.196296.4
233 11.196296.4
234 11.196296.4
235 11.196296.4
236 10.729784.4
237 10.729784.4
238 15.861420.4
239 6.064660.4
240 14.928395.4
241 6.531173.4
242 14.928395.4
243 6.064660.4
244 9.796759.4
245 9.796759.4
246 13.995370.4
247 6.064660.4
248 9.330247.4
249 9.330247.4
250 9.796759.4
251 9.330247.4
252 13.528858.4
253 5.131636.4
254 13.062346.4
255 5.598148.4
256 8.863735.4
257 13.062346.4
258 5.598148.4
259 12.129321.4
260 5.598148.4
261 8.397222.4
262 8.397222.4
263 18.660494.4
264 18.660494.4
265 11.662809.4
266 5.131636.4
267 8.397222.4
268 8.397222.4
269 7.930710.4
270 7.930710.4
271 7.464198.4
272 7.464198.4
273 7.464198.4
274 7.930710.4
275 7.464198.4
276 7.464198.4
277 7.464198.4
278 7.464198.4
279 6.997685.4
280 6.997685.4
281 6.997685.4
282 6.997685.4
283 6.997685.4
284 6.997685.4
285 6.531173.4
286 6.997685.4
287 6.997685.4
288 6.531173.4
289 6.531173.4
290 6.064660.4
291 6.531173.4
292 6.064660.4
293 5.598148.4
294 6.064660.4
295 5.598148.4
296 8.397222.4
297 8.397222.4
298 8.397222.4
299 8.397222.4
300 7.930710.4
301 3.732099.4
302 5.598148.4
303 7.464198.4
304 6.997685.4
305 3.265586.4
306 5.131636.4
307 4.665123.4
308 4.665123.4
309 4.665123.4
310 4.665123.4
311 6.531173.4
312 6.531173.4
313 6.064660.4
314 5.598148.4
315 5.598148.4
316 5.598148.4
317 5.131636.4
318 3.265586.4
319 2.332562.4
320 5.131636.4
321 2.799074.4
322 5.598148.4
323 3.265586.4
324 3.732099.4
325 4.665123.4
326 5.131636.4
327 2.799074.4
328 3.265586.4
329 2.799074.4
330 3.265586.4
331 3.265586.4
332 3.265586.4
333 2.799074.4
334 2.332562.4
335 3.265586.4
336 2.332562.4
337 2.332562.4
338 2.332562.4
339 2.332562.4
340 2.332562.4
341 1.866049.4
342 3.265586.4
343 3.732099.4
344 3.732099.4
345 3.732099.4
346 5.131636.4
347 3.265586.4
348 3.732099.4
349 3.265586.4
350 4.665123.4
351 2.799074.4
352 3.265586.4
353 2.799074.4
354 2.799074.4
355 3.265586.4
356 2.799074.4
357 2.799074.4
358 2.332562.4
359 2.332562.4
360 3.732099.4
361 1.866049.4
362 3.265586.4
363 2.332562.4
364 1.866049.4
365 1.866049.4
366 6.997685.4
367 3.265586.4
368 3.265586.4
369 13.528858.4
370 5.598148.4
371 5.131636.4
372 6.997685.4
373 4.198611.4
374 2.799074.4
375 3.265586.4
376 2.799074.4
377 2.799074.4
378 2.799074.4
379 2.799074.4
380 2.332562.4
381 2.332562.4
382 1.866049.4
383 2.799074.4
384 2.332562.4
385 5.598148.4
386 3.732099.4
387 3.265586.4
388 3.732099.4
389 3.732099.4
390 4.665123.4
391 4.198611.4
392 2.332562.4
393 2.799074.4
394 2.799074.4
395 2.799074.4
396 2.799074.4
397 2.799074.4
398 2.332562.4
399 2.799074.4
400 2.332562.4
401 2.332562.4
402 1.866049.4
403 2.332562.4
404 2.332562.4
405 1.866049.4
406 5.598148.4
407 3.265586.4
408 3.732099.4
409 4.665123.4
410 2.799074.4
411 4.198611.4
412 3.732099.4
413 2.799074.4
414 3.732099.4
415 2.799074.4
416 3.732099.4
417 2.332562.4
418 3.265586.4
419 2.332562.4
420 3.265586.4
421 2.332562.4
422 6.997685.4
423 2.799074.4
424 4.665123.4
425 4.665123.4
426 2.799074.4
427 4.665123.4
428 2.799074.4
429 4.198611.4
430 13.062346.4
431 2.332562.4
432 3.732099.4
433 2.332562.4
434 3.265586.4
435 3.265586.4
436 2.332562.4
437 1.866049.4
438 6.064660.4
439 2.332562.4
440 3.732099.4
441 3.265586.4
442 2.799074.4
443 3.265586.4
444 2.799074.4
445 4.198611.4
446 3.732099.4
447 2.332562.4
448 3.732099.4
449 2.332562.4
450 2.332562.4
451 2.799074.4
452 2.332562.4
453 2.332562.4
454 2.799074.4
455 2.332562.4
456 1.866049.4
457 6.997685.4
458 2.799074.4
459 3.265586.4
460 4.198611.4
461 2.799074.4
462 3.265586.4
463 3.265586.4
464 4.198611.4
465 2.799074.4
466 2.799074.4
467 3.732099.4
468 2.332562.4
469 3.265586.4
470 3.265586.4
471 3.265586.4
472 2.799074.4
473 5.131636.4
474 2.799074.4
475 3.265586.4
476 3.732099.4
477 3.265586.4
478 5.131636.4
479 2.799074.4
480 3.265586.4
481 3.265586.4
482 3.265586.4
483 3.265586.4
484 2.799074.4
485 2.799074.4
486 2.799074.4
487 5.131636.4
488 11.662809.4
489 3.732099.4
490 3.732099.4
491 2.332562.4
492 3.265586.4
493 2.332562.4
494 2.332562.4
495 1.866049.4
496 5.598148.4
497 3.732099.4
498 4.665123.4
499 4.665123.4
500 4.665123.4
501 6.531173.4
502 3.265586.4
503 4.665123.4
504 5.598148.4
505 6.064660.4
506 5.598148.4
507 5.598148.4
508 5.598148.4
509 5.598148.4
510 3.265586.4
511 5.131636.4
512 5.131636.4
513 4.665123.4
514 4.665123.4
515 4.198611.4
516 4.198611.4
517 4.198611.4
518 3.732099.4
519 3.732099.4
520 2.332562.4
521 2.332562.4
522 2.799074.4
523 3.265586.4
524 3.265586.4
525 1.866049.4
526 6.997685.4
527 5.131636.4
528 5.131636.4
529 4.665123.4
530 4.665123.4
531 2.799074.4
532 2.799074.4
533 2.799074.4
534 2.799074.4
535 2.799074.4
536 2.332562.4
537 3.732099.4
538 2.799074.4
539 2.799074.4
540 2.799074.4
541 2.799074.4
542 2.332562.4
543 1.866049.4
544 5.598148.4
545 3.732099.4
546 3.732099.4
547 3.265586.4
548 3.265586.4
549 2.799074.4
550 3.265586.4
551 3.265586.4
552 4.198611.4
553 3.732099.4
554 3.732099.4
555 2.332562.4
556 2.332562.4
557 2.799074.4
558 2.799074.4
559 2.799074.4
560 2.332562.4
561 1.866049.4
562 2.332562.4
563 4.198611.4
564 5.131636.4
565 2.799074.4
566 3.265586.4
567 3.265586.4
568 3.265586.4
569 2.799074.4
570 3.265586.4
571 2.799074.4
572 4.198611.4
573 4.198611.4
574 3.732099.4
575 3.732099.4
576 3.265586.4
577 3.265586.4
578 2.799074.4
579 2.799074.4
580 4.665123.4
581 4.665123.4
582 3.265586.4
583 4.665123.4
584 4.198611.4
585 2.332562.4
586 3.265586.4
587 4.198611.4
588 3.732099.4
589 3.732099.4
590 3.732099.4
591 2.332562.4
592 3.265586.4
593 3.265586.4
594 1.866049.4
595 5.598148.4
596 3.265586.4
597 4.665123.4
598 4.665123.4
599 4.665123.4
600 2.799074.4
601 4.198611.4
602 2.332562.4
603 2.799074.4
604 3.732099.4
605 3.732099.4
606 3.265586.4
607 3.265586.4
608 2.332562.4
609 2.332562.4
610 2.332562.4
611 2.332562.4
612 6.997685.4
613 2.799074.4
614 5.131636.4
615 4.665123.4
616 4.665123.4
617 4.665123.4
618 2.799074.4
619 2.799074.4
620 3.732099.4
